category,episodes,percent,consensus_rate,socially_optimal_rate,socially_optimal_given_consensus_rate,avg_social_welfare_efficiency,avg_chosen_student_rank_global_consensus_only,avg_tokens_used,avg_total_turns
negotiation,73,0.73,0.7671232876712328,0.6301369863013698,0.8214285714285714,0.75795732532419,1.1964285714285714,113.3972602739726,3.8219178082191783
instant_decision,27,0.27,1.0,0.8148148148148148,0.8148148148148148,0.982580523080385,1.1851851851851851,49.96296296296296,2.037037037037037
