category,episodes,percent,consensus_rate,socially_optimal_rate,socially_optimal_given_consensus_rate,avg_social_welfare_efficiency,avg_chosen_student_rank_global_consensus_only,avg_tokens_used,avg_total_turns
negotiation,72,0.72,0.5138888888888888,0.4583333333333333,0.8918918918918919,0.5083346770725834,1.162162162162162,81.26388888888889,3.0694444444444446
instant_decision,28,0.28,1.0,0.8214285714285714,0.8214285714285714,0.9907026472560856,1.1785714285714286,30.857142857142858,2.142857142857143
