category,episodes,percent,consensus_rate,socially_optimal_rate,socially_optimal_given_consensus_rate,avg_social_welfare_efficiency,avg_chosen_student_rank_global_consensus_only,avg_tokens_used,avg_total_turns
negotiation,74,0.74,0.5540540540540541,0.5,0.9024390243902439,0.5493703455777759,1.1219512195121952,88.67567567567568,3.310810810810811
instant_decision,26,0.26,1.0,0.8461538461538461,0.8461538461538461,0.991525927814246,1.1538461538461537,31.46153846153846,2.0384615384615383
